FIPS,State,County,Climate Region,MEDHINC16,GROC16,CONVS16,SUPERC16,PCT_OBESE_ADULTS17,RECFAC16,largest_group,FFR16,FSR16,PCTADTLHS16_20,PCTADTWHS16_20,PCTADTWC16_20
51085,VA,Hanover,Southeast,83405.0,14,53,3,30.1,18,white_not_hispanic_2017,75,81,6.112472748446153,25.64421996235562,27.92590285582743
47077,TN,Henderson,Ohio Valley,42821.0,4,19,1,32.8,2,white_not_hispanic_2017,17,13,14.97334426901784,45.68894812384663,25.7586631125692
41007,OR,Clatsop,Northwest,49898.0,16,22,2,29.4,4,white_not_hispanic_2017,37,100,7.642388677942699,27.46634449430445,40.92164307904729
25025,MA,Suffolk,Northeast,61367.0,216,388,1,25.9,133,white_not_hispanic_2017,756,954,13.13370907696773,21.03579119355336,18.14121558918059
39107,OH,Mercer,Ohio Valley,57577.0,9,16,1,33.8,2,white_not_hispanic_2017,31,37,7.777614029916734,43.74401296883059,29.11355095424066
49011,UT,Davis,Southwest,77095.0,25,68,9,25.3,21,white_not_hispanic_2017,238,113,4.107839280423898,21.16328879693442,36.56307218587754
47055,TN,Giles,Ohio Valley,43238.0,6,28,1,32.8,2,white_not_hispanic_2017,22,12,12.86880100439422,44.63759717997007,24.54488386691776
1055,AL,Etowah,Southeast,40972.0,14,70,2,36.3,8,white_not_hispanic_2017,85,58,14.67141353133485,33.39059123400011,34.24114811325983
6055,CA,Napa,West,73112.0,40,44,2,25.1,23,white_not_hispanic_2017,82,150,14.45013570597719,17.5417831561333,30.8072975123972
17163,IL,St. Clair,Ohio Valley,50598.0,45,124,3,31.1,24,white_not_hispanic_2017,196,168,8.306443919438381,27.80599217728494,34.8526086004972
55009,WI,Brown,Upper Midwest,58449.0,34,86,5,32.0,34,white_not_hispanic_2017,176,202,7.520009997898169,29.89939614967308,32.24947028181575
26007,MI,Alpena,Upper Midwest,42332.0,9,20,2,32.3,2,white_not_hispanic_2017,17,27,7.120567375886525,34.92671394799054,40.0
8077,CO,Mesa,Southwest,49825.0,21,48,3,22.6,10,white_not_hispanic_2017,91,103,9.454080048183247,28.2822484260453,34.86791955656356
31001,NE,Adams,Northern Rockies & Plains,48010.0,5,16,1,32.8,8,white_not_hispanic_2017,36,20,9.118094024216873,27.02093239864699,38.26658169518113
49045,UT,Tooele,Southwest,64675.0,5,20,1,25.3,3,white_not_hispanic_2017,27,23,7.936390714619797,31.93018733229944,37.06028604485144
36087,NY,Rockland,Northeast,84358.0,111,91,2,25.7,45,white_not_hispanic_2017,277,314,11.49458029851333,21.92879489609988,24.7071593102466
9005,CT,Litchfield,Northeast,76323.0,44,77,1,26.9,21,white_not_hispanic_2017,103,202,6.177614776979272,29.77222783156144,28.19237393835006
