FIPS,State,County,Climate Region,MEDHINC16,GROC16,CONVS16,SUPERC16,PCT_OBESE_ADULTS17,RECFAC16,largest_group,FFR16,FSR16,PCTADTLHS16_20,PCTADTWHS16_20,PCTADTWC16_20,highest_education_pct
17201,IL,Winnebago,Ohio Valley,50296,58,122,7,31.1,36,White & Not Hispanic,213,209,12.18509528,30.80359448,34.02416981,College Degree
48215,TX,Hidalgo,South,35928,67,271,17,33,30,Hispanic,390,400,33.07009271,23.86669248,23.76064117,<HS Degree
12035,FL,Flagler,Southeast,50863,13,34,2,28.4,7,White & Not Hispanic,49,78,8.494248506,32.59295082,33.30800143,College Degree
17027,IL,Clinton,Ohio Valley,61013,8,22,1,31.1,5,White & Not Hispanic,17,34,9.831901382,32.24878595,36.21964886,College Degree
26081,MI,Kent,Upper Midwest,59649,94,178,20,32.3,64,White & Not Hispanic,439,445,8.595280452,24.22096546,30.34202529,College Degree
37025,NC,Cabarrus,Southeast,63059,31,73,6,32.1,22,White & Not Hispanic,160,133,9.413011623,25.40936962,31.65768022,College Degree
29123,MO,Madison,Ohio Valley,36909,2,8,1,32.5,2,White & Not Hispanic,8,8,13.99881867,40.48434731,31.43532191,HS Diploma
22089,LA,St. Charles,South,64742,13,26,1,36.2,8,White & Not Hispanic,32,23,10.13614454,32.41818643,29.11745638,HS Diploma
46099,SD,Minnehaha,Northern Rockies & Plains,60244,31,84,5,31.9,36,White & Not Hispanic,150,130,6.968008812,26.21977796,33.16559818,College Degree
36063,NY,Niagara,Northeast,50328,34,83,3,25.7,20,White & Not Hispanic,138,180,8.451142763,32.34713481,33.59589268,College Degree
36037,NY,Genesee,Northeast,54211,11,30,2,25.7,4,White & Not Hispanic,35,57,7.754805948,37.69072664,32.6731955,HS Diploma
28091,MS,Marion,South,33416,4,20,1,37.3,2,White & Not Hispanic,17,15,17.68238827,38.23823824,31.20767827,HS Diploma
37157,NC,Rockingham,Southeast,41620,19,62,3,32.1,9,White & Not Hispanic,65,57,16.75530298,33.85552787,34.16550173,College Degree
12075,FL,Levy,Southeast,33092,10,29,1,28.4,2,White & Not Hispanic,17,25,13.75224059,41.44592711,30.70437496,HS Diploma
35013,NM,Doña Ana,Southwest,38287,21,60,4,28.4,11,Hispanic,122,114,19.43973539,21.50267851,29.55704738,College Degree
48097,TX,Cooke,South,59243,5,33,1,33,2,White & Not Hispanic,20,28,12.60733518,30.82884587,34.79842818,College Degree
45085,SC,Sumter,Southeast,41205,19,74,1,34.1,4,White & Not Hispanic,65,57,12.98999018,31.4590423,34.71401518,College Degree
41061,OR,Union,Northwest,47309,7,12,2,29.4,2,White & Not Hispanic,19,21,7.14124166,32.90738437,35.77971277,College Degree
46035,SD,Davison,Northern Rockies & Plains,50238,2,17,1,31.9,4,White & Not Hispanic,18,24,8.978259257,32.27721303,32.71499592,College Degree
9015,CT,Windham,Northeast,60869,24,42,3,26.9,12,White & Not Hispanic,64,84,10.86016514,35.15170763,30.28533737,HS Diploma
51810,VA,Virginia Beach,Southeast,70596,77,160,8,30.1,59,White & Not Hispanic,440,525,5.970873629,20.76151773,35.99704918,College Degree
8035,CO,Douglas,Southwest,112399,25,60,9,22.6,51,White & Not Hispanic,218,191,2.049570188,12.32796614,27.01662521,College Degree
13013,GA,Barrow,Southeast,54893,14,50,1,31.6,13,White & Not Hispanic,37,28,13.49093892,34.22514729,32.09411589,HS Diploma
51580,VA,Covington,Southeast,37904,1,7,1,30.1,1,White & Not Hispanic,9,11,11.52788197,43.43585896,29.93248312,HS Diploma
17019,IL,Champaign,Ohio Valley,51032,38,72,7,31.1,21,White & Not Hispanic,184,185,5.106556708,21.89025884,27.96439944,College Degree
36011,NY,Cayuga,Northeast,53437,11,29,2,25.7,5,White & Not Hispanic,50,65,11.76904265,33.0755952,33.18168741,College Degree
6093,CA,Siskiyou,West,40875,19,26,1,25.1,5,White & Not Hispanic,28,45,10.10189961,25.73279658,42.06189458,College Degree
22095,LA,St. John the Baptist,South,52166,8,21,1,36.2,2,White & Not Hispanic,33,18,14.3862093,35.46926693,32.94445412,HS Diploma
40083,OK,Logan,South,54305,2,22,1,36.5,1,White & Not Hispanic,14,24,8.880972072,30.72078376,31.1406578,College Degree
51047,VA,Culpeper,Southeast,67023,9,17,1,30.1,8,White & Not Hispanic,34,30,12.9350546,31.05379891,30.85759782,HS Diploma
5113,AR,Polk,South,32941,3,15,1,35,2,White & Not Hispanic,7,15,14.80239692,36.15351691,33.74233129,HS Diploma
37181,NC,Vance,Southeast,34717,11,51,1,32.1,4,White & Not Hispanic,28,20,16.92735949,34.83231707,30.71646341,HS Diploma
48157,TX,Fort Bend,South,90972,96,372,13,33,68,White & Not Hispanic,461,376,9.24731352,17.83008701,26.44924401,College Degree
29127,MO,Marion,Ohio Valley,45187,6,26,1,32.5,4,White & Not Hispanic,23,26,10.63884997,35.57008667,29.02070683,HS Diploma
40123,OK,Pontotoc,South,44212,6,20,1,36.5,2,White & Not Hispanic,22,23,10.74775753,31.89734926,28.53867503,HS Diploma
32003,NV,Clark,West,54455,201,681,26,26.7,169,White & Not Hispanic,1867,1394,13.74605078,28.29568864,32.79564545,College Degree
22111,LA,Union,South,42166,3,15,1,36.2,2,White & Not Hispanic,8,6,14.97642251,44.53316567,23.49575605,HS Diploma
55141,WI,Wood,Upper Midwest,52591,11,33,1,32,6,White & Not Hispanic,40,61,7.567318404,38.19383091,33.63999539,HS Diploma
34007,NJ,Camden,Northeast,65838,147,150,2,27.3,69,White & Not Hispanic,393,344,11.18281969,29.5308714,27.03518393,HS Diploma
18081,IN,Johnson,Ohio Valley,67215,11,43,6,33.6,7,White & Not Hispanic,134,104,8.077727264,31.1168019,28.48784792,HS Diploma
21199,KY,Pulaski,Ohio Valley,37782,13,44,1,34.3,4,White & Not Hispanic,43,33,16.6378499,33.49018406,33.06121556,HS Diploma
31145,NE,Red Willow,Northern Rockies & Plains,48783,1,3,1,32.8,2,White & Not Hispanic,11,3,6.709088394,29.97648361,40.10236547,College Degree
51031,VA,Campbell,Southeast,49935,10,38,1,30.1,6,White & Not Hispanic,37,28,11.20540744,33.50356741,31.79872324,HS Diploma
40041,OK,Delaware,South,39144,4,26,1,36.5,3,White & Not Hispanic,15,27,14.8473024,37.21822697,29.78167629,HS Diploma
22071,LA,Orleans,South,38418,137,133,4,36.2,33,White & Not Hispanic,324,501,12.34492337,22.73980056,26.94664576,College Degree
55047,WI,Green Lake,Upper Midwest,50386,6,11,1,32,2,White & Not Hispanic,5,22,9.336442973,39.1363226,30.60487511,HS Diploma
48367,TX,Parker,South,67735,9,42,2,33,8,White & Not Hispanic,85,61,10.98928162,28.10335043,34.20886381,College Degree
20121,KS,Miami,South,67651,4,13,1,32.4,3,White & Not Hispanic,16,22,4.369206667,32.08581749,32.38173985,College Degree
30029,MT,Flathead,Northern Rockies & Plains,50249,18,38,2,25.3,18,White & Not Hispanic,67,122,5.752206297,28.28604078,33.96252392,College Degree
13071,GA,Colquitt,Southeast,34931,14,41,1,31.6,2,White & Not Hispanic,29,19,25.4003962,38.30373032,22.62364436,HS Diploma
5069,AR,Jefferson,South,38485,15,40,1,35,1,White & Not Hispanic,58,33,12.5950313,40.16114709,29.25122918,HS Diploma
24033,MD,Prince George's,Northeast,78680,160,318,5,31.3,56,Black,779,309,12.81320642,25.30435218,27.48907237,College Degree
13245,GA,Richmond,Southeast,41128,36,133,4,31.6,15,White & Not Hispanic,172,131,14.26895219,32.07148391,31.16815717,HS Diploma
13215,GA,Muscogee,Southeast,40895,41,126,4,31.6,19,White & Not Hispanic,207,141,11.8532389,26.46275346,34.1909806,College Degree
19057,IA,Des Moines,Upper Midwest,48991,6,24,1,36.4,3,White & Not Hispanic,34,34,7.772304324,33.16183178,39.23006751,College Degree
27169,MN,Winona,Upper Midwest,56499,4,20,1,28.4,5,White & Not Hispanic,33,33,6.459072478,26.86898125,35.41244298,College Degree
42121,PA,Venango,Northeast,41395,7,26,1,31.6,3,White & Not Hispanic,21,34,8.983900765,48.02058591,23.71338084,HS Diploma
48133,TX,Eastland,South,37789,4,19,1,33,1,White & Not Hispanic,15,13,14.79888491,31.04739148,34.91039427,College Degree
48485,TX,Wichita,South,45071,14,58,4,33,10,White & Not Hispanic,102,101,11.73477819,32.60145903,32.53299337,HS Diploma
5103,AR,Ouachita,South,36016,5,14,1,35,3,White & Not Hispanic,17,13,13.80045048,40.55518354,32.19090522,HS Diploma
55045,WI,Green,Upper Midwest,60846,10,13,1,32,6,White & Not Hispanic,15,36,7.723188683,35.12521506,33.82144905,HS Diploma
27067,MN,Kandiyohi,Upper Midwest,53034,9,22,1,28.4,3,White & Not Hispanic,31,29,9.056577625,27.14201573,39.40685306,College Degree
54055,WV,Mercer,Ohio Valley,36871,9,38,1,38.1,4,White & Not Hispanic,30,31,15.73220564,38.67005607,25.49177991,HS Diploma
34019,NJ,Hunterdon,Northeast,113336,21,27,3,27.3,28,White & Not Hispanic,95,142,4.506926011,20.50366934,20.9799023,College Degree
40081,OK,Lincoln,South,44914,3,14,1,36.5,2,White & Not Hispanic,18,23,11.80691727,41.46188827,32.09979557,HS Diploma
48361,TX,Orange,South,53611,12,57,1,33,5,White & Not Hispanic,55,37,11.60957866,36.81507765,35.58297523,HS Diploma
23005,ME,Cumberland,Northeast,65475,75,146,5,29.1,50,White & Not Hispanic,254,394,4.722262428,21.62136924,25.60452336,College Degree
21049,KY,Clark,Ohio Valley,48474,6,18,1,34.3,2,White & Not Hispanic,32,17,13.19123973,35.39694955,31.26319906,HS Diploma
53017,WA,Douglas,Northwest,52363,11,3,4,27.7,2,White & Not Hispanic,14,20,17.3829583,29.21687818,32.78944936,College Degree
47013,TN,Campbell,Ohio Valley,34997,8,32,1,32.8,2,White & Not Hispanic,28,12,20.81186464,38.8525275,27.38476535,HS Diploma
13127,GA,Glynn,Southeast,48691,19,65,2,31.6,7,White & Not Hispanic,89,99,11.37109192,26.89964518,32.04793466,College Degree
22061,LA,Lincoln,South,39158,4,26,1,36.2,3,White & Not Hispanic,37,28,11.2190195,27.7484267,25.87211561,HS Diploma
26065,MI,Ingham,Upper Midwest,49387,50,117,6,32.3,21,White & Not Hispanic,240,219,6.56603434,21.98313921,32.21490476,College Degree
53035,WA,Kitsap,Northwest,68706,46,74,5,27.7,27,White & Not Hispanic,151,191,5.1214013,21.30026482,39.17651313,College Degree
18031,IN,Decatur,Ohio Valley,51999,6,9,1,33.6,2,White & Not Hispanic,20,16,8.3240161,45.58363148,26.55411449,HS Diploma
26137,MI,Otsego,Upper Midwest,50061,7,23,2,32.3,1,White & Not Hispanic,20,27,6.754146785,31.9870484,35.68507157,College Degree
29053,MO,Cooper,Ohio Valley,47187,1,10,1,32.5,3,White & Not Hispanic,13,15,11.27124292,36.47117627,29.90669777,HS Diploma
22059,LA,La Salle,South,45169,2,13,1,36.2,1,White & Not Hispanic,11,3,19.87670279,43.8102814,20.67216864,HS Diploma
18057,IN,Hamilton,Ohio Valley,92406,37,61,7,33.6,69,White & Not Hispanic,247,246,2.874233754,14.86378873,22.89571643,College Degree
26117,MI,Montcalm,Upper Midwest,46877,10,38,2,32.3,5,White & Not Hispanic,24,32,10.66270752,39.76245107,35.06096189,HS Diploma
42091,PA,Montgomery,Northeast,84156,146,219,12,31.6,186,White & Not Hispanic,674,667,5.646397328,23.25427324,21.45812916,HS Diploma
22053,LA,Jefferson Davis,South,42134,7,25,1,36.2,3,White & Not Hispanic,20,14,18.10782342,41.05142201,22.39777842,HS Diploma
37101,NC,Johnston,Southeast,55174,34,89,4,32.1,19,White & Not Hispanic,122,88,11.78722086,27.74565621,36.51066403,College Degree
48303,TX,Lubbock,South,48587,22,94,7,33,27,White & Not Hispanic,267,182,12.83351106,25.10212452,30.06425505,College Degree
48209,TX,Hays,South,64864,10,67,4,33,24,White & Not Hispanic,145,124,9.633983038,22.82398453,28.96518375,College Degree
48027,TX,Bell,South,51993,31,164,8,33,33,White & Not Hispanic,236,180,9.061499128,25.73724191,39.86875017,College Degree
29175,MO,Randolph,Ohio Valley,43386,4,10,1,32.5,2,White & Not Hispanic,13,20,11.42907201,36.87437949,33.7557671,HS Diploma
8077,CO,Mesa,Southwest,49825,21,48,3,22.6,10,White & Not Hispanic,91,103,9.454080048,28.28224843,34.86791956,College Degree
29071,MO,Franklin,Ohio Valley,55496,20,50,3,32.5,11,White & Not Hispanic,63,70,10.60075581,32.69978882,35.42986551,College Degree
53025,WA,Grant,Northwest,48997,27,43,2,27.7,6,White & Not Hispanic,50,58,21.45173064,27.07905413,33.47196523,College Degree
31019,NE,Buffalo,Northern Rockies & Plains,57036,10,29,1,32.8,7,White & Not Hispanic,43,45,8.014326553,24.96631946,33.25666218,College Degree
40031,OK,Comanche,South,48493,12,52,4,36.5,7,White & Not Hispanic,93,81,9.244217529,32.92333875,34.6496996,College Degree
12083,FL,Marion,Southeast,39629,56,174,7,28.4,20,White & Not Hispanic,170,188,12.00763381,36.48048392,30.83510662,HS Diploma
17163,IL,St. Clair,Ohio Valley,50598,45,124,3,31.1,24,White & Not Hispanic,196,168,8.306443919,27.80599218,34.8526086,College Degree
53045,WA,Mason,Northwest,52758,10,24,2,27.7,5,White & Not Hispanic,23,41,10.37934558,31.32989927,40.15766095,College Degree
20037,KS,Crawford,South,39521,5,18,1,32.4,3,White & Not Hispanic,16,33,6.87677866,30.95187529,32.68487448,College Degree
6037,CA,Los Angeles,West,61308,1980,1964,56,25.1,939,Hispanic,8264,8113,20.20368846,20.36367852,25.88766335,College Degree
4021,AZ,Pinal,Southwest,52642,31,83,7,29.5,13,White & Not Hispanic,132,116,12.94349983,30.32705554,35.8328918,College Degree
55033,WI,Dunn,Upper Midwest,52181,6,21,1,32,3,White & Not Hispanic,23,29,6.535710395,32.13754039,31.64373116,HS Diploma
39025,OH,Clermont,Ohio Valley,61203,25,81,7,33.8,16,White & Not Hispanic,125,106,10.24477293,32.00103979,28.88447055,HS Diploma
55089,WI,Ozaukee,Upper Midwest,85706,12,27,3,32,12,White & Not Hispanic,51,76,3.188857473,20.856895,26.31409844,College Degree
18145,IN,Shelby,Ohio Valley,53019,5,20,1,33.6,3,White & Not Hispanic,26,28,11.68956841,43.46493775,25.86607316,HS Diploma
13077,GA,Coweta,Southeast,71114,21,58,3,31.6,11,White & Not Hispanic,76,76,9.558330114,27.30748114,29.87880513,College Degree
42019,PA,Butler,Northeast,66277,31,69,4,31.6,20,White & Not Hispanic,111,129,4.558561646,31.76761618,26.15994456,HS Diploma
42103,PA,Pike,Northeast,60082,8,27,1,31.6,2,White & Not Hispanic,23,36,7.578451632,33.80027873,31.5656687,HS Diploma
5091,AR,Miller,South,38412,7,26,1,35,3,White & Not Hispanic,22,25,14.33154358,34.61655354,33.0733124,HS Diploma
1007,AL,Bibb,Southeast,43079,5,15,1,36.3,1,White & Not Hispanic,7,7,19.11553137,45.07412272,24.4636267,HS Diploma
24031,MD,Montgomery,Northeast,99604,201,222,3,31.3,168,White & Not Hispanic,811,637,8.642845276,13.37620445,18.73200244,College Degree
42045,PA,Delaware,Northeast,67773,138,155,3,31.6,91,White & Not Hispanic,431,315,6.836917121,29.32538993,24.34761399,HS Diploma
48375,TX,Potter,South,41563,16,61,4,33,8,White & Not Hispanic,122,110,22.80570942,32.49893481,29.31534938,HS Diploma
1047,AL,Dallas,Southeast,30488,8,36,1,36.3,2,Black,25,12,16.05169654,36.2227168,31.08039514,HS Diploma
